turbostat version 2023.11.07 - Len Brown <lenb@kernel.org>
Kernel command line: BOOT_IMAGE=/boot/vmlinuz-6.8.0-124-generic root=UUID=762636d2-a9cd-4361-91f4-81b7eaf9de38 ro quiet splash vt.handoff=7
CPUID(0): GenuineIntel 0x1b CPUID levels
CPUID(1): family:model:stepping 0x6:8c:1 (6:140:1) microcode 0xbe
CPUID(0x80000000): max_extended_levels: 0x80000008
CPUID(1): SSE3 MONITOR - EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, HWP, HWPnotify, HWPwindow, HWPepp, HWPpkg, EPB
cpu0: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX No-Hybrid
CPUID(0x15): eax_crystal: 2 ebx_tsc: 88 ecx_crystal_hz: 38400000
TSC: 1689 MHz (38400000 Hz * 88 / 2 / 1000000)
CPUID(0x16): base_mhz: 1700 max_mhz: 4700 bus_mhz: 100
cpu0: MSR_PLATFORM_INFO: 0x4043df0811100
4 * 100.0 = 400.0 MHz max efficiency frequency
17 * 100.0 = 1700.0 MHz base frequency
cpu0: MSR_TURBO_RATIO_LIMIT: 0x2929292929292f2f
41 * 100.0 = 4100.0 MHz max turbo 8 active cores
41 * 100.0 = 4100.0 MHz max turbo 7 active cores
41 * 100.0 = 4100.0 MHz max turbo 6 active cores
41 * 100.0 = 4100.0 MHz max turbo 5 active cores
41 * 100.0 = 4100.0 MHz max turbo 4 active cores
41 * 100.0 = 4100.0 MHz max turbo 3 active cores
47 * 100.0 = 4700.0 MHz max turbo 2 active cores
47 * 100.0 = 4700.0 MHz max turbo 1 active cores
cpu0: MSR_CONFIG_TDP_NOMINAL: 0x00000011 (base_ratio=17)
cpu0: MSR_CONFIG_TDP_LEVEL_1: 0x000c0060 (PKG_MIN_PWR_LVL1=0 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=12 PKG_TDP_LVL1=96)
cpu0: MSR_CONFIG_TDP_LEVEL_2: 0x00110078 (PKG_MIN_PWR_LVL2=0 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=17 PKG_TDP_LVL2=120)
cpu0: MSR_CONFIG_TDP_CONTROL: 0x00000002 (TDP_LEVEL=2  lock=0)
cpu0: MSR_TURBO_ACTIVATION_RATIO: 0x00000010 (MAX_NON_TURBO_RATIO=16 lock=0)
cpu0: cpufreq driver: intel_pstate
cpu0: cpufreq governor: performance
cpufreq intel_pstate no_turbo: 0
cpu0: MSR_MISC_PWR_MGMT: 0x00401cc0 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
cpu0: MSR_PM_ENABLE: 0x00000001 (HWP)
cpu0: MSR_HWP_CAPABILITIES: 0x010d112f (high 47 guar 17 eff 13 low 1)
cpu0: MSR_HWP_REQUEST: 0x00002f2f (min 47 max 47 des 0 epp 0x0 window 0x0 pkg 0x0)
cpu0: MSR_HWP_REQUEST_PKG: 0x8000ff01 (min 1 max 255 des 0 epp 0x80 window 0x0)
cpu0: MSR_HWP_INTERRUPT: 0x00000005 (EN_Guaranteed_Perf_Change, Dis_Excursion_Min)
cpu0: MSR_HWP_STATUS: 0x00000004 (No-Guaranteed_Perf_Change, Excursion_Min)
cpu0: EPB: 0 (performance)
cpu0: MSR_IA32_POWER_CTL: 0x00a4005b (C1E auto-promotion: ENabled)
cpu0: MSR_PKG_CST_CONFIG_CONTROL: 0x74008008 (UNdemote-C1, demote-C1, locked, pkg-cstate-limit=8 (unlimited))
/dev/cpu_dma_latency: 2000000000 usec (default)
current_driver: intel_idle
current_governor: menu
current_governor_ro: menu
cpu0: POLL: CPUIDLE CORE POLL IDLE
cpu0: C1ACPI: ACPI FFH MWAIT 0x0
cpu0: C2ACPI: ACPI FFH MWAIT 0x31
cpu0: C3ACPI: ACPI FFH MWAIT 0x60
cpu0: MSR_PKGC3_IRTL: 0x00000000 (NOTvalid, 0 ns)
cpu0: MSR_PKGC6_IRTL: 0x00000000 (NOTvalid, 0 ns)
cpu0: MSR_PKGC7_IRTL: 0x00000000 (NOTvalid, 0 ns)
cpu0: MSR_PKGC8_IRTL: 0x00000000 (NOTvalid, 0 ns)
cpu0: MSR_PKGC9_IRTL: 0x00000000 (NOTvalid, 0 ns)
cpu0: MSR_PKGC10_IRTL: 0x00000000 (NOTvalid, 0 ns)
Uncore Frequency package0 die0: 400 - 3600 MHz (400 - 3600 MHz) 3600 MHz
RAPL: 9362 sec. Joule Counter Range, at 28 Watts
cpu0: MSR_RAPL_POWER_UNIT: 0x000a0e03 (0.125000 Watts, 0.000061 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x000000e0 (28 W TDP, RAPL 0 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x4381e0001f8640 (UNlocked)
cpu0: PKG Limit #1: ENabled (200.000 Watts, 32.000000 sec, clamp ENabled)
cpu0: PKG Limit #2: ENabled (60.000 Watts, 0.002441* sec, clamp ENabled)
cpu0: MSR_VR_CURRENT_CONFIG: 0x00000348
cpu0: PKG Limit #4: 105.000000 Watts (UNlocked)
cpu0: MSR_DRAM_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: DRAM Limit: DISabled (0.000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x80640000 (100 C) (100 default - 0 offset)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88360800 (46 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00000003 (100 C, 100 C)
cpu0: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%	UncMHz
548	13.55	4056	1684	0.89	1578	0	2	488	109	468	0.00	2.23	1.12	82.79	3.51	0.00	80.73	76	15016	78	58.27	17.69	1.03	0.57	26.94	6.01	0.40	0.81	40.83	0.00	0.00	0.00	0.00	6.56	4.59	0.04	0.00	0.00	0.00	3500
4086	99.77	4100	1688	0.88	8155	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	83	15016	83	396.10	99.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.07	32.12	0.00	0.00	0.00	0.00	3500
4109	99.77	4100	1697	0.88	8368	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	85	15016	85	400.16	100.04	0.86	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.18	33.07	0.06	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8072	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	88	15016	88	397.56	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.96	32.91	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8071	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	89	15016	89	397.56	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.25	33.18	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8102	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	90	15016	90	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.46	33.36	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8062	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	91	15016	91	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.65	33.53	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8071	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	92	15016	92	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.88	33.75	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8080	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	94	15016	94	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.13	33.97	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8065	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	95	15016	95	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.38	34.20	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8068	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97	15016	97	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.56	34.35	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	8107	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99	15016	99	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.85	34.61	0.00	0.00	0.00	0.00	3500
4091	99.77	4100	1690	0.88	9912	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99	15131	99	397.56	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.07	34.80	0.00	0.00	0.00	0.00	3500
4086	99.77	4095	1690	0.88	9536	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15223	100	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.26	34.96	0.00	0.00	0.00	0.00	3500
4043	99.77	4053	1690	0.88	9783	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15330	100	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.40	34.08	0.00	0.00	0.00	0.00	3500
4006	99.77	4015	1690	0.88	10021	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15452	100	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.63	33.29	0.00	0.00	0.00	0.00	3500
3952	99.77	3972	1685	0.88	9749	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15556	100	397.39	99.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.69	32.35	0.00	0.00	0.00	0.00	3500
3944	99.77	3942	1694	0.88	9971	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15673	100	397.71	99.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.35	31.98	0.00	0.00	0.00	0.00	3500
3889	99.77	3898	1690	0.88	9443	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99	15756	99	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.39	31.01	0.00	0.00	0.00	0.00	3500
3855	99.77	3863	1690	0.88	9479	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	15845	100	397.56	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.76	30.37	0.00	0.00	0.00	0.00	3500
3815	99.77	3824	1690	0.88	9866	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99	15957	99	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.06	29.66	0.00	0.00	0.00	0.00	3500
3789	99.77	3798	1690	0.88	9516	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100	16047	100	397.54	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.62	29.20	0.00	0.00	0.00	0.00	3500
3764	99.77	3772	1690	0.88	9761	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99	16150	99	397.55	99.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.07	28.63	0.00	0.00	0.00	0.00	2700
