Running for 400.0 seconds (400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   pkg-0   dram   core   psys   SEN3 pch_co   B0D4 INT340   SEN2   SEN4 x86_pk   SEN5 iwlwif acpitz   SEN1  CPU Freq  Freq Min  Freq Max  GPU Freq
12:39:31  50.1   0.0   0.2  49.7   0.0    9   1051  10356    2    2    2 258.35   70.64   1.23  66.23 120.25  46.05  41.00  51.05  20.00  49.05  56.05 100.00  53.05  47.00  51.00  51.05  2.42 GHz  0.80 GHz  4.01 GHz   N/A     
12:39:32  50.0   0.0   0.0  50.0   0.0    9    301   9469    0    0    0 256.79   70.83   1.22  66.42 118.32  46.05  40.00  51.05  20.00  49.05  56.05 100.00  53.05  47.00  51.00  51.05  2.42 GHz  0.80 GHz  4.04 GHz   N/A     
12:39:33  50.0   0.0   0.0  50.0   0.0    9    241   9019    0    0    0 245.45   65.57   1.22  61.15 117.52  46.05  41.00  67.05  20.00  53.05  57.05 100.00  53.05  47.00  67.00  51.05  1.81 GHz  0.80 GHz  4.10 GHz   N/A     
12:39:34  50.0   0.0   0.1  49.9   0.0    9    269   9056    0    0    0 250.18   68.04   1.22  63.62 117.30  46.05  41.00  67.05  20.00  53.05  57.05 100.00  53.05  47.00  67.00  51.05  1.98 GHz  0.80 GHz  4.02 GHz   N/A     
12:39:35  50.0   0.0   0.0  49.9   0.1    9    297   8839    0    0    0 244.42   64.72   1.22  60.28 118.20  46.05  41.00  83.05  20.00  56.05  56.05 100.00  53.05  47.00  83.00  52.05  2.19 GHz  0.80 GHz  4.00 GHz   N/A     
12:39:36  50.1   0.0   0.1  49.8   0.0    9    687   9507    2    2    2 236.74   61.76   1.23  57.34 116.42  46.05  41.00  83.05  20.00  56.05  56.05  99.00  53.05  47.00  83.00  52.05  2.93 GHz  0.80 GHz  4.00 GHz   N/A     
12:39:37  50.1   0.0   0.0  49.9   0.0    9    277   9410    0    0    0 228.95   58.03   1.23  53.60 116.09  47.05  41.00  99.05  20.00  58.05  57.05 100.00  53.05  47.00  99.00  52.05  1.98 GHz  0.80 GHz  4.00 GHz   N/A     
12:39:38  50.0   0.0   0.0  50.0   0.0    9    273   9330    0    0    0 238.90   63.63   1.22  59.20 114.84  47.05  41.00  99.05  20.00  58.05  57.05 100.00  53.05  47.00  99.00  52.05  1.95 GHz  0.80 GHz  3.90 GHz   N/A     
12:39:39  50.0   0.0   0.1  49.9   0.0    9    328   9227    0    0    0 243.24   66.22   1.22  62.25 113.54  47.05  41.00 100.05  20.00  60.05  57.05 100.00  53.05  47.00 100.00  52.05  1.95 GHz  0.80 GHz  3.90 GHz   N/A     
12:39:40  50.0   0.0   0.0  50.0   0.0    9    314   9151    0    0    0 243.55   67.29   1.22  62.40 112.63  47.05  42.00 100.05  20.00  60.05  57.05 100.00  53.05  48.00 100.00  52.05  2.15 GHz  0.80 GHz  3.91 GHz   N/A     
12:39:41  50.1   0.0   0.1  49.7   0.0    9    781  10062    2    2    2 244.47   68.02   1.23  63.58 111.64  47.05  41.00 100.05  20.00  61.05  56.05 100.00  53.05  47.00 100.00  53.05  2.62 GHz  0.80 GHz  3.90 GHz   N/A     
12:39:42  50.0   0.0   0.1  49.9   0.0    9    295  10074    0    0    0 234.17   63.01   1.22  58.94 111.00  47.05  41.00 100.05  20.00  61.05  56.05 100.00  53.05  48.00 100.00  53.05  1.94 GHz  0.80 GHz  3.90 GHz   N/A     
12:39:43  50.1   0.0   0.0  49.9   0.0    9    290   9639    0    0    0 226.86   59.89   1.22  55.07 110.67  48.05  41.00 100.05  20.00  62.05  57.05 100.00  54.05  47.00 100.00  53.05  2.12 GHz  0.80 GHz  3.85 GHz   N/A     
12:39:44  50.0   0.0   0.1  49.9   0.1    9    257   9547    0    0    0 232.12   62.83   1.22  58.37 109.69  48.05  41.00 100.05  20.00  62.05  57.05 100.00  54.05  47.00 100.00  53.05  2.12 GHz  0.80 GHz  3.85 GHz   N/A     
12:39:45  50.0   0.0   0.0  50.0   0.0    9    251   9191    0    0    0 225.29   59.80   1.22  55.71 108.56  49.05  41.00 100.05  20.00  64.05  56.05 100.00  53.05  47.00 100.00  53.05  2.12 GHz  0.80 GHz  3.80 GHz   N/A     
12:39:46  50.1   0.0   0.1  49.8   0.0    9    695   9377    2    2    2 204.07   49.65   1.23  44.86 108.33  49.05  41.00 100.05  20.00  64.05  56.05  99.00  53.05  48.00 100.00  53.05  2.57 GHz  0.80 GHz  3.80 GHz   N/A     
12:39:47  50.0   0.0   0.1  49.9   0.0    9    309   9218    0    0    0 224.17   59.42   1.22  54.98 108.54  49.05  41.00 100.05  20.00  65.05  57.05  99.00  53.05  47.00 100.00  53.05  1.90 GHz  0.80 GHz  3.79 GHz   N/A     
12:39:48  50.0   0.0   0.0  50.0   0.0    9    267   9171    0    0    0 217.45   56.38   1.22  51.94 107.91  49.05  42.00 100.05  20.00  65.05  57.05  99.00  53.05  47.00 100.00  53.05  1.90 GHz  0.80 GHz  3.77 GHz   N/A     
12:39:49  50.0   0.0   0.1  50.0   0.0    9    233   9224    0    0    0 219.31   57.41   1.22  52.97 107.70  50.05  41.00 100.05  20.00  66.05  56.05 100.00  53.05  47.00 100.00  54.05  2.09 GHz  0.80 GHz  3.80 GHz   N/A     
12:39:50  50.1   0.0   0.0  49.9   0.0    9    256   9302    0    0    0 218.19   56.82   1.22  52.36 107.79  50.05  42.00 100.05  20.00  66.05  56.05 100.00  53.05  47.00 100.00  54.05  1.89 GHz  0.80 GHz  3.74 GHz   N/A     
12:39:51  50.1   0.0   0.1  49.7   0.1    9    709   9724    2    2    2 215.43   55.64   1.23  51.15 107.42  50.05  41.00 100.05  20.00  68.05  57.05 100.00  53.05  47.00 100.00  54.05  2.52 GHz  0.80 GHz  3.70 GHz   N/A     
